date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:15:27	10594/10594	---MCZ	200	added ('OK')	text/css	etag:W/%225a704858-2962%22	http://themerail.com/html/edulearnhub/css/scheme/primary.css	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/css/scheme/primary.css	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:27	24793/24793	---MCZ	200	added ('OK')	text/css	etag:W/%225a3e4114-60d9%22	http://themerail.com/html/edulearnhub/css/responsive.css	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/css/responsive.css	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:28	2205/2205	---M--	200	added ('OK')	image/png	etag:%225a14680e-89d%22	http://themerail.com/html/edulearnhub/images/favicon.png	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/favicon.png	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:28	3457/3457	---M--	200	added ('OK')	image/png	etag:%225a14680e-d81%22	http://themerail.com/html/edulearnhub/images/apple-touch-icon.png	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/apple-touch-icon.png	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:28	4268/4268	---M--	200	added ('OK')	image/png	etag:%225a14680e-10ac%22	http://themerail.com/html/edulearnhub/images/icon-72x72.png	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/icon-72x72.png	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:29	6426/6426	---M--	200	added ('OK')	image/png	etag:%225a14680e-191a%22	http://themerail.com/html/edulearnhub/images/icon-114x114.png	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/icon-114x114.png	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:29	60999/60999	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055bc-ee47%22	http://themerail.com/html/edulearnhub/home_education_1.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/home_education_1.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:29	14168/14168	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a704d8a-3758%22	http://themerail.com/html/edulearnhub/images/logo-6.svg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/logo-6.svg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:30	1391/1391	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229e6ba-56f-538cf08b82071%22	http://themerail.com/html/edulearnhub/course_hub.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/course_hub.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:30	49773/49773	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055bc-c26d%22	http://themerail.com/html/edulearnhub/home_education_2.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/home_education_2.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:31	53053/53053	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055ba-cf3d%22	http://themerail.com/html/edulearnhub/home_elearning.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/home_elearning.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:31	49492/49492	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055b6-c154%22	http://themerail.com/html/edulearnhub/home_university.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/home_university.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:31	40417/40417	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055b6-9de1%22	http://themerail.com/html/edulearnhub/home_university_classic.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/home_university_classic.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:32	57239/57239	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055b8-df97%22	http://themerail.com/html/edulearnhub/home_language_school.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/home_language_school.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:32	55264/55264	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055ba-d7e0%22	http://themerail.com/html/edulearnhub/home_kindergarten_school.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/home_kindergarten_school.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:32	34422/34422	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055be-8676%22	http://themerail.com/html/edulearnhub/home_course_hub.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/home_course_hub.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:33	36404/36404	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055be-8e34%22	http://themerail.com/html/edulearnhub/home_course_single.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/home_course_single.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:33	42847/42847	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055ba-a75f%22	http://themerail.com/html/edulearnhub/home_instructor.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/home_instructor.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:33	28162/28162	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055c8-6e02%22	http://themerail.com/html/edulearnhub/about-us.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/about-us.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:34	32327/32327	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055c2-7e47%22	http://themerail.com/html/edulearnhub/course.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/course.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:34	56444/56444	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055c2-dc7c%22	http://themerail.com/html/edulearnhub/course-single.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/course-single.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:34	27943/27943	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055b4-6d27%22	http://themerail.com/html/edulearnhub/instructor-profile.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/instructor-profile.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:35	38936/38936	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055b0-9818%22	http://themerail.com/html/edulearnhub/student-profile.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/student-profile.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:35	20599/20599	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055c0-5077%22	http://themerail.com/html/edulearnhub/gallery.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/gallery.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:35	23179/23179	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055c0-5a8b%22	http://themerail.com/html/edulearnhub/gallery-mesonry.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/gallery-mesonry.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:36	25249/25249	---MCZ	200	added ('OK')	text/html	etag:W/%225a70533e-62a1%22	http://themerail.com/html/edulearnhub/lesson.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/lesson.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:36	31293/31293	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055c0-7a3d%22	http://themerail.com/html/edulearnhub/faq.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/faq.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:36	25314/25314	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055b2-62e2%22	http://themerail.com/html/edulearnhub/shop.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/shop.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:37	30120/30120	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055b4-75a8%22	http://themerail.com/html/edulearnhub/shop-single.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/shop-single.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:37	22830/22830	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055c6-592e%22	http://themerail.com/html/edulearnhub/blog-1.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/blog-1.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:37	26780/26780	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055c4-689c%22	http://themerail.com/html/edulearnhub/blog-2.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/blog-2.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:38	24004/24004	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055c4-5dc4%22	http://themerail.com/html/edulearnhub/blog-3.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/blog-3.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:38	19873/19873	---MCZ	200	added ('OK')	text/html	etag:W/%225a7055c4-4da1%22	http://themerail.com/html/edulearnhub/contact.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/contact.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:39	22186/22186	---M--	200	added ('OK')	image/jpeg	etag:%225a14680e-56aa%22	http://themerail.com/html/edulearnhub/images/category/small-1.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/category/small-1.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:41	23481/23481	---M--	200	added ('OK')	image/jpeg	etag:%225a14680e-5bb9%22	http://themerail.com/html/edulearnhub/images/category/small-2.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/category/small-2.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:44	30238/30238	---M--	200	added ('OK')	image/jpeg	etag:%225a14680e-761e%22	http://themerail.com/html/edulearnhub/images/category/small-3.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/category/small-3.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:44	28800/28800	---M--	200	added ('OK')	image/jpeg	etag:%225a14680e-7080%22	http://themerail.com/html/edulearnhub/images/category/small-4.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/category/small-4.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:45	28885/28885	---M--	200	added ('OK')	image/jpeg	etag:%225a14680e-70d5%22	http://themerail.com/html/edulearnhub/images/category/small-5.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/category/small-5.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:45	23415/23415	---M--	200	added ('OK')	image/jpeg	etag:%225a14680e-5b77%22	http://themerail.com/html/edulearnhub/images/category/small-6.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/category/small-6.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:45	6375/6375	---M--	200	added ('OK')	image/jpeg	etag:%225a146810-18e7%22	http://themerail.com/html/edulearnhub/images/instructor/small-1.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/instructor/small-1.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:46	6312/6312	---M--	200	added ('OK')	image/jpeg	etag:%225a146810-18a8%22	http://themerail.com/html/edulearnhub/images/instructor/small-2.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/instructor/small-2.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:48	5756/5756	---M--	200	added ('OK')	image/jpeg	etag:%225a146810-167c%22	http://themerail.com/html/edulearnhub/images/instructor/small-3.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/instructor/small-3.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:53	26956/26956	---M--	200	added ('OK')	image/jpeg	etag:%225a146810-694c%22	http://themerail.com/html/edulearnhub/images/instructor/style-3-1.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/instructor/style-3-1.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:54	1391/1391	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229e6ba-56f-538cf08b82071%22	http://themerail.com/html/edulearnhub/instructor-single.html	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/instructor-single.html	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:56	82060/82060	---M--	200	added ('OK')	image/jpeg	etag:%225a14680e-1408c%22	http://themerail.com/html/edulearnhub/images/course/1.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/course/1.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:57	78225/78225	---M--	200	added ('OK')	image/jpeg	etag:%225a14680e-13191%22	http://themerail.com/html/edulearnhub/images/course/2.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/course/2.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:57	22696/22696	---M--	200	added ('OK')	image/jpeg	etag:%225a146810-58a8%22	http://themerail.com/html/edulearnhub/images/instructor/style-3-2.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/instructor/style-3-2.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:58	82980/82980	---M--	200	added ('OK')	image/jpeg	etag:%225a14680e-14424%22	http://themerail.com/html/edulearnhub/images/course/3.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/course/3.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:15:59	4772/4772	---M--	200	added ('OK')	image/png	etag:%225a70445c-12a4%22	http://themerail.com/html/edulearnhub/images/logo-footer-3.png	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/logo-footer-3.png	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:00	25375/25375	---M--	200	added ('OK')	image/jpeg	etag:%225a146810-631f%22	http://themerail.com/html/edulearnhub/images/instructor/style-3-3.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/instructor/style-3-3.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:01	25831/25831	---M--	200	added ('OK')	image/jpeg	etag:%225a146810-64e7%22	http://themerail.com/html/edulearnhub/images/instructor/style-3-4.jpg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/images/instructor/style-3-4.jpg	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:01	5559/5559	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a14680e-15b7%22	http://themerail.com/html/edulearnhub/assets/js/imagesloaded.pkgd.min.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/imagesloaded.pkgd.min.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:01	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a14680e-90b5%22	http://themerail.com/html/edulearnhub/assets/js/bootstrap.min.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/bootstrap.min.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:01	86659/86659	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a14680e-15283%22	http://themerail.com/html/edulearnhub/assets/js/jquery.min.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/jquery.min.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:01	2964/2964	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a14680e-b94%22	http://themerail.com/html/edulearnhub/assets/js/visible.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/visible.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:02	35313/35313	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a6fa762-89f1%22	http://themerail.com/html/edulearnhub/assets/js/isotope.pkgd.min.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/isotope.pkgd.min.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:02	23890/23890	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a14680e-5d52%22	http://themerail.com/html/edulearnhub/assets/js/owl.carousel.min.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/owl.carousel.min.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:03	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a14680e-a76f%22	http://themerail.com/html/edulearnhub/assets/js/slick.min.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/slick.min.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:03	43441/43441	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a14680e-a9b1%22	http://themerail.com/html/edulearnhub/assets/js/plyr.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/plyr.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:03	3761/3761	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a14680e-eb1%22	http://themerail.com/html/edulearnhub/assets/js/jquery.countTo.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/jquery.countTo.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:03	5339/5339	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a14680e-14db%22	http://themerail.com/html/edulearnhub/assets/js/jquery.countdown.min.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/jquery.countdown.min.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:04	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a14680e-4ef8%22	http://themerail.com/html/edulearnhub/assets/js/jquery.magnific-popup.min.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/jquery.magnific-popup.min.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:04	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a3f094c-94d%22	http://themerail.com/html/edulearnhub/assets/js/jquery.ajaxchimp.min.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/js/jquery.ajaxchimp.min.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:05	18675/18675	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a6fbb60-48f3%22	http://themerail.com/html/edulearnhub/js/custom.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/js/custom.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:05	13495/13495	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a16c316-34b7%22	http://themerail.com/html/edulearnhub/js/map.js	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/js/map.js	(from http://themerail.com/html/edulearnhub/home_online_education.html)
18:16:06	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a14680e-4e9f%22	http://themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.eot	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.eot	(from http://themerail.com/html/edulearnhub/assets/css/bootstrap.min.css)
18:16:06	18028/18028	---MCZ	200	added ('OK')	text/plain	etag:W/%22c5213-466c-55e81e0bf9f80%22	http://themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.woff2	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.woff2	(from http://themerail.com/html/edulearnhub/assets/css/bootstrap.min.css)
18:16:08	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a14680e-4e9f%22	http://themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.eot?	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://themerail.com/html/edulearnhub/assets/css/bootstrap.min.css)
18:16:08	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a14680e-1a8c2%22	http://themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.svg	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.svg	(from http://themerail.com/html/edulearnhub/assets/css/bootstrap.min.css)
18:16:09	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225a14680e-5b80%22	http://themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.woff	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.woff	(from http://themerail.com/html/edulearnhub/assets/css/bootstrap.min.css)
18:16:13	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%225a14680e-b15c%22	http://themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.ttf	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/glyphicons-halflings-regular.ttf	(from http://themerail.com/html/edulearnhub/assets/css/bootstrap.min.css)
18:16:23	77160/77160	---MCZ	200	added ('OK')	text/plain	etag:W/%22c520d-12d68-55e81e0bf9f80%22	http://themerail.com/html/edulearnhub/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://themerail.com/html/edulearnhub/assets/css/font-awesome.min.css)
18:16:29	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%225a14680e-17ee8%22	http://themerail.com/html/edulearnhub/assets/fonts/fontawesome-webfont.woff?v=4.7.0	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/fontawesome-webfont3e6e.woff	(from http://themerail.com/html/edulearnhub/assets/css/font-awesome.min.css)
18:16:33	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a14680e-6c7db%22	http://themerail.com/html/edulearnhub/assets/fonts/fontawesome-webfont.svg?v=4.7.0	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/fontawesome-webfont3e6e.svg	(from http://themerail.com/html/edulearnhub/assets/css/font-awesome.min.css)
18:16:36	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a14680e-2876e%22	http://themerail.com/html/edulearnhub/assets/fonts/fontawesome-webfont.eot?v=4.7.0	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/fontawesome-webfont3e6e.eot	(from http://themerail.com/html/edulearnhub/assets/css/font-awesome.min.css)
18:16:37	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a14680e-2876e%22	http://themerail.com/html/edulearnhub/assets/fonts/fontawesome-webfont.eot?	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/fontawesome-webfontd41d.eot	(from http://themerail.com/html/edulearnhub/assets/css/font-awesome.min.css)
18:16:46	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a14680e-1339c%22	http://themerail.com/html/edulearnhub/assets/fonts/themify.eot?-fvbane	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/themify9f24.eot	(from http://themerail.com/html/edulearnhub/assets/css/themify-icons.css)
18:16:46	56108/56108	---M--	200	added ('OK')	application/font-woff	etag:%225a14680e-db2c%22	http://themerail.com/html/edulearnhub/assets/fonts/themify.woff?-fvbane	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/themify9f24.woff	(from http://themerail.com/html/edulearnhub/assets/css/themify-icons.css)
18:16:50	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a14680e-3931d%22	http://themerail.com/html/edulearnhub/assets/fonts/themify.svg?-fvbane	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/themify9f24.svg	(from http://themerail.com/html/edulearnhub/assets/css/themify-icons.css)
18:16:50	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a14680e-1339c%22	http://themerail.com/html/edulearnhub/assets/fonts/themify.eot?	F:/website%20copy/online%20elearning/new/themerail.com/html/edulearnhub/assets/fonts/themifyd41d.eot	(from http://themerail.com/html/edulearnhub/assets/css/themify-icons.css)
